Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
São Luiz Cinema,Local,Cinema,Boa Vista,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gww4lG0tArsarNFDmk6dVDjH1T3LTqU7TF2aPSWCaZvzQMLMW52qMA41ZiqzmQxgQODJ1YnSTLbVssQt1B54hxVxt704RmiP1HvSg3U-8M22waJiE2yGalLKi9-0RjTLgmYtPJ_FCe9zyyqeaVf3L5zNTEQR_skK7l7m9b8knmEuwEn7Qtz4u2Gw-8rpC7vT5uV2b6QUjhvRw?fife=s16383,"Cinema São Luiz
Boa Vista
1952 -

O Cinema São Luiz é um cinema de rua e cine-teatro brasileiro localizado na cidade do Recife, capital de Pernambuco.

Inaugurado em 6 de setembro de 1952, passou por reforma em 2008, mesmo ano em que foi tombado como monumento histórico pelo Governo do Estado.

À época de sua construção comportava mil trezentos e quarenta pessoas. Depois da reforma, por conta de acessibilidade e ergonomia, passou a suportar uma lotação de oitocentas pessoas.

O cinema situa-se onde antes funcionava a Capela Anglicana do Recife, ou Holy Trinity Church, construída em 1838 e demolida um século depois para a ampliação da Avenida Conde da Boa Vista e construção do cinema e do Edifício Duarte Coelho.

Registro @bruno9664",Locais,Similares,* Cine Teatro Apolo,* Cinema Veneza,* Astro e Ritz,* Museu da Imagem e do Som de Pernambuco,Próximos,* Ponte Duarte Coelho,* Ponte Princesa Isabel,* Ponte da Boa Vista,* Avenida Conde da Boa Vista,* Rua da Aurora,* Rua Dr José Mariano,* Rua Velha,* Rua Imperatriz
Observatório do Alto da Sé,Local,Observatório Astronômico,Alto da Sé. Olinda,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxrQoKQKBMqnbH3Pu1NcUzs-XRPJTCfxbs-fwpmMI-JJd0tNipgQYhdQwyX6I4UKDJkdjNXvEyyKpba787Bl_47C0zyRkft-aLRELMYT9_ZnM1wg6vjf6uXnIDilJX7qgusq-hft81Rxwx8tyoNc913h_xnnFrmEvj7XlUTyhB2iEu2O8q9RZwCp85vIk-D5gRTzr7meSpd5Q?fife=s16383,"1860 – 

A cidade de Olinda, tradicionalmente opulente em recursos, sempre atraiu cientistas e inovadores em busca de financiamento de suas empreitadas. Estudos filosóficos, religiosos, físicos, astronômicos e matemáticos foram sempre presentes na história da cidade.
 
Em seguida ao primeiro grito de um Brasil independente, por Bernardo Vieira de Melo, em 1710, Instituições como o Seminário Diocesano e a Faculdade de Direito de Olinda, foram criados e trouxeram mais pesquisadores para a cidade. 

Um deles foi o francês Emmanuel Liais, que seria o futuro diretor do Observatório Imperial Brasileiro e veterano do Observatório de Paris, onde ajudou a construir uma rede de Meteorológica.
 
Liais veio ao Brasil para observar o Eclipse Solar de 1858 e se estabeleceu, chegando em Olinda em 1859, onde começou seus estudos na cidade, ainda a serviço do Observatório Imperial de Paris.
 
Em 1860, de seu ponto de observação no Alto da Sé, ele descobriu um cometa, o Cometa Olinda (C/1860 D1), de órbita parabólica, impedindo a observação no mesmo local.
 
No mesmo local, foi observado o trânsito de Vênus em 1882, confirmando a sua trajetória em um estudo iniciado em 1874, em Nagasaki no Japão.
 
Em 1890, o governador Alexandre José Barbosa Lima manda construir o Observatório do Alto da Sé que em 1922 vai ser transformado em uma Estação Meteorológica e desativado em 1960, tendo sua edificação abandonada.
 
Apenas em 2004, é reformado e inaugurado como parte do Espaço Ciência, ganhando a sua cúpula e iniciando o serviço da sua função atual: Um observatório didático para com 3 exposições permanentes incentivar jovens nos passos da astronomia.",- Faculdade de Direito de Olinda,- Catedral de Olinda,- Alto da Sé,- Emmanuel Liais,- Alexandre José Barbosa Lima,,,,,,,,,,
Alto Da Sé,Local,,"Sé, Olinda",https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GynfOfw-WGe11WgREYRabYylWwkQeX5aN4xI15sbUvoN4CJKpGKEzrS6jcpCD45PhYrUquK_2huG9chmXdIBcC3hvGoTdROkAo3RfkvwpD8L2cioP3uhJjPg18Kai_sT74HVCaOLydXZYZgteEjzu4Jc-rn5d9GNMVKQTMBTRVVGWX--PYi_xbXSfOWIsaaGGd8uisesOcNtA?fife=s16383,"A Praça da Sé, em Olinda, cidade Patrimônio Cultural da Humanidade pela UNESCO desde 1982, é o coração de um sítio histórico composto por mais de duas dezenas de igrejas e doze capelas, casario, farol, campanários, marcos de pedra calcária, obras de arte barrocas e contemporâneas, entre outros. 

Na Sé, ponto de convergência sociocultural, de expressões artísticas tão espontâneas quanto fartas, o ambiente entremeado de natureza viva, mostra-se diferente a cada luz do dia ou da noite, a cada tempo diferente do ano. Nela, quatro monumentos foram erguidos e construíram um rico diálogo espacial, criando um ambiente peculiar que chama à contemplação. Numa perspectiva aérea, poder-se-ia ver o traçado de um “trapézio arquitetônico” imaginário formado pela Igreja da Sé, pelo Museu de Arte Sacra de Pernambuco, pelo Observatório Astronômico e pela Caixa D'Água de Olinda...",* Observatório do Alto da Sé,* Elevador Panoramico de Olinda,* Catedrak de Olinda,* Ladeira da Misericordia,* Igreja da Misericórdia,* Seminário de Olinda,* Igreja de Nosso Senhor Salvador do Mundo,* Capitão Temudo,* Duarte Coelho Pereira,* Jeronimo de Albuquerque,,,,,
O Homem da Meia Noite,Local,,"Bonsucesso, Olinda",https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzWOyOUkOGAte7Qq3WuChdyZl7t37tlmXyzIIs-lxEchIGPKTadHcV2FrjN99pSGGPVlL8RldyZgvCRR_z1YsH2B81fPhPWVw3E1dXoiovDE44LxqqkfJf4-G9Jgv-82PVVmxAKnC6Cix-qr3WRwa9sFQZiQHoTY-2LqJJl6DOxWa3KT3QxmkKxe5LFS9o9oGNDszdZ-sLZvw?fife=s16383,"1931 -

O Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite foi fundado em 2 de fevereiro de 1931 por Luciano Anacleto de Queiroz, Benedito Bernardino da Silva, Sebastião da Silva,José dos Santos, Heliodoro Pereira da Silva e o Manoel Joaquim dos Santos, conhecido como Neco Monstro. Seu hino, tanto a letra quanto a música, são de autoria do mestre Bernardino da Silva. 


Surgiu como uma dissidência da Troça Carnavalesca Mista Cariri Olindense por não participarem da chapa oficial da diretoria do Cariri. Para desbancar o Cariri, que até então abria o carnaval de Olinda, e portanto recebia a chave da cidade as 3h do Domingo de Carnaval, o Homem saiu na meia noite do sábado de Zé Pereira e o domingo de rei Momo. A ação durou anos e sempre provocou grandes confrontos entre os dois clubes. Existia um estigma social com o Homem da Meia Noite, cujo os participantes tinham profissões mais humildes, como sapateiros, pintores e estivadores. 
 Entretanto, as agremiações chegaram a um acordo e desde então o bloco abre o carnaval de Olinda e tendo reconciliado-se com o Cariri Olindense, entrega-lhe as chaves da cidade após o seu desfile na sede do Cariri, precisamente as 3h do Domingo de Carnaval, em uma grande apoteose, que antecede do desfile do Cariri. 

Ficou no museu entre 1949 e 1953, retornando de forma ininterrupta até os dias atuais, em 1954.",* Igreja de Nossa Senhora do Rosário dos Homens Pretos,* Bonsucesso,* Largo do Amparo,* Carnaval de Pernambuco * Carnaval de Olinda,* Bernardino da Silva.,,,,,,,,,,
O Cariri Olindense,Local,,"Guadalupe, Olinda",https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwBQERrOrxo8XZjR19WnSSlBT_PGbD2n2kgsflt4yJWzoiAanGr8cj2RFHHa2tHZpVcF67CX2tqq3dw5eKcsLD-2vWbGXgsjeMMouMbtFKsyVvrmg7O3MjkLcO3AtZ6TpnZhbEBRgnnBFqqR-gLLXXQvcmtimjO49TfZfcf17SZneixG-WqlgMhclD7gWHy2pWK0iPwBbHWhw?fife=s16383,"1921 -

A Troça Carnavalesca Mista Cariri é uma das mais antigas agremiações do Carnaval de Olinda. Fundada no dia 15 de fevereiro de 1921, abre o carnaval da cidade desfilando sempre às 4h da madrugada do domingo de Carnaval. 

Sua sede fica na Praça Conselheiro Miguel Canuto, no Guadalupe e seu nome é uma homenagem ao velho “Cariri”, apelido de um antigo vendedor do Mercado de São José, no Recife, que até hoje continua como símbolo da troça.

O velho Cariry foi figura folclórica do Recife dos anos 20. Vendedor de rapé e de couro velho, animado pelo violão de Alfredo Medeiros, com leitura de contos, poemas, de escritores pernambucanos. 

O Cariri sempre abriu o Carnaval de Olinda as 4h20 do Domingo de Carnaval, levando consigo a chave da cidade eterna.

Isso motivou uma dissidência que levou a criação do Homem da Meia Noite, em 1931 que por anos foi o grande rival do Cariri, tentando sair antes da troça de Alfredo e causando grandes enfrentamentos até que um acordo fosse firmado para entrega das as chaves da cidade após o seu desfile na sede do Cariri, precisamente as 3h do Domingo de Carnaval, em uma grande apoteose, que antecede do desfile do Cariri.

foto de @hugomunizzz",* Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite,* Clube Carnavalesco Misto Elefante de Olinda,* Cube Carnavalesco Vassourinhas de Olinda,* Largo do Amparo,* Igreja do Amparo,,,,,,,,,,
Turma da Pitombeira,Local,,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwuwxtFXP638LgrrwUeAoKnpkwakebWVId2iTXhRZefgkQXpP7NT4juxounbbjK6GStwETnjKFf-x8Ihokr-57B7DAp23ixqZyRX9-ANlTnFSM5NX4gBr1m9zcG2GKnHsJhSVfYkjB6sevPLLF5R-qztOhyaJk15mDeQmkPwt4o6ioWcLk7Gz30m__CsHC72s_dlpu62KqJAKk?fife=s16383,"1947 - 

A Turma da Pitombeira é uma das mais famosas entidades carnavalescas do Brasil. Seu nome teve origem numa brincadeira de um grupo de moradores do Amparo e dos Quatro Cantos. No dia 17 de fevereiro de 1947, alguns rapazes saíram pelas ladeiras de Olinda cantando músicas e segurando galhos de pé de pitomba. Foi assim que nasceu a Troça Carnavalesca Pitombeira dos Quatro Cantos.

 Sua sede fica na Rua 27 de Janeiro, no Varadouro, Olinda

Cabe a Turma da Pitombeira abrir oficialmente as prévias do Carnaval de Olinda, sempre no dia 7 de Setembro, data da Independência do Brasil 
O Hino da Pitombeira, composto por Alex Caldas em 1950, se faz marcante e é de conhecido absoluto de todo folião do Carnaval de Pernambuco

""Nós somos da Pitombeira
Não brincamos muito mal
Se a turma não saísse   
Não havia carnaval 

A turma da Pitombeira
Tem seus dedos em cada mão
E o P que tem na teste
Faz parte da confusão                       
Pitombeira só tem dez letras
E uma significação
Pitomba é fruta besta
Se compra com qualquer tostão
 
A turma da Pitombeira
Na cachaça é a maior
E o doce é sem igual
Como ponche é o ideal
Se a turma não saísse
Não havia carnaval""",Similares,* Elefante de Olinda,* Ceroula de Olinda * Clube Carnavalesco Misto Vassourinhas,* Troça Carnavalesca Mista Cariri Olindense,* Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite,,,,,,,,,,
Elefante de Olinda,Local,Entidade Carnavalesca,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxpJx1Pe0ovWeauhNLrCUPrwXGUkEQeylzifRv8UwmLjUqw3EzQLWo9iX0pEZ_ZX68F4o-0gGpxFS1NqyZfEA-NlRerAZqlD8OIVhbuIfNrZMKstzSDb3fBeIFy4BefGikcDvvKozuhuAbxqIDuBkiGaBla-2ZEhY3TsZg8zLQsS9b6zq1ICD26vsRTsa1uwVUgrZAfyy1LzHA?fife=s16383,"1952 - 

Clube Carnavalesco Misto Elefante de Olinda, fundado em 12 de fevereiro de 1952 por Auriverto Lopes, Caio Gomes, Élcio Siqueira, Walter Damasceno, Claudio Nigro, Expedito e Marcone Felizola na casa de Dona Linda, na Rua do Bonfim.

 Na brincadeira do carnaval de Olinda, o grupo de rapazes entrou na casa de Dona Linda e pegou um elefante que decorava a sala.

 Assim, saíram pelas ladeiras com o efeite gritando “Elefante! Elefante! Elefante...”. No outro ano, já criaram um estandarte de papelão e saíram vestidos com pano de estopa. 

Foi deste modo que surgiu o Clube que é famoso pelo seu singular hino e pelo luxo das suas fantasias.

As cores do clube são vermelho e branco por conta do extinto Bonfim Atlético Clube, que emprestou seus uniformes para o Elefante de Olinda desfilar nos seus primeiros anos.  
Seu hino, ""Olinda nº 2"", foi composto por Claudio Nigro e Clóvis Pereira; é uma das mais executada no carnaval de Pernambuco e é considerada quase um hino de Olinda. Ela chegou a ser oferecida à Pitombeira, que a recusou. Três anos depois, ao ser criado o bloco, foi oferecida ao Elefante, que aceitou após Cláudio Nigro incluir a palavra ""elefante"".

""Ao som dos clarins de momo
O povo aclama com todo ardor

O elefante exaltando as suas tradições
E também seu esplendor
 
Olinda, este meu canto
Foi inspirado em teu louvor
Entre confetes, serpentinas, venho te oferecer

Com alegria o meu amor
 Olinda, quero cantar
A ti, esta canção
Teus coqueirais, o teu sol, o teu mar

Faz vibrar meu coração
De amor a sonhar, minha Olinda sem igual

 Salve o teu carnaval""

foto de Hugo Muniz",https://www.instagram.com/elefantedeolinda/,Associações,* Turma da Pitombeira,* Ceroula de Olinda * Clube Carnavalesco Misto Vassourinhas * Troça Carnavalesca Mista Cariri Olindense,* Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite,,,,,,,,,,
C.F.M Vassourinhas,Local,Entidade Carnavlesca,Amparo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzFcN-PUsm7Givm85_s9vtmLVz7dXui3_q8J5CEdwl_CQlE6qnS4CXUoTHv27d3mXF7ljO_O55fidqvYNEDmNmou7-Tdd2F5usYwJyGXEU8r5yI26oPvJqOnTEDSK_sMSbbKBiwK0v17CrpkaMO3kKA6hlz3tgX_6TvJXv3BGvw1mVcWlFHYWQlGEyIThCDoeMpwg-_EjaS0Q?fife=s16383,"1889 -

Fundado no bairro do Beberibe no dia 6 de janeiro de 1889, por um grupo que incluía o alfaiate Andrade, Carrinho, João do Carmo, Epifânio, Matias da Rocha e seu irmão Cosme.

A sua está também ligada ao surgimento da sua Marcha nº 1, conhecida nacionalmente e que se tornou o hino do Carnaval de Pernambuco, aquecendo, animando e reanimando os foliões nas ruas e nos clubes. 
A canção foi composta em um mocambo da localidade de Porto da Madeira, no Arruda, em 1909, por Joana Batista e Teodoro Matias da Rocha, um dos fundadores), desde então um grande sucesso nos carnavais.[1] 
Vassourinhas é também marcado pela inovação. 

 Durante a volta de uma turnê ao Rio de Janeiro, em 1950, com uma escala em Salvador, que o grupo fez uma apresentação a convite da prefeitura, tiveram participação direta na invenção do primeiro trio elétrico.

Durante o arrasto, que já contava com milhares de pessoas, um dos músicos se machucou, interrompendo a festa e inspirando a dupla baiana Dodô e Osmar, mecânico e radio técnico, respectivamente, a adaptar uma fóbica (um modelo Ford 1929) a ligar uma guitarra a bateria do automóvel e saíram pelas ruas, com Vassourinhas em cima do veículo, tocando Frevo. Estavam inventados o Trio elétrico e a guitarra elétrica.",* Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite,* Clube Carnavalesco Misto Elefante de Olinda,* Cube Carnavalesco Vassourinhas de Olinda,* Troça Carnavalesca Ceroula de Olinda,* Troça Carnavalesca Mista Pitombeira dos Quatro Cantos,* Clube de Frevo Lenhadores,* Matias da Rocha e Joana Batista Ramos,* Dodo e Osmar,,,,,,,
Museu Regional de Olinda (MAC),Local,Museu,"Cidade Alta, Olinda",https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz2WR2bxPS1aNCThzAZV6mq4bOwwBZYBju7cDHkq9_gKsrCeZ-0_9DPuQ7WW2XRORK3mrdEwEPWxJf55ryyhUv6QnTO4bPNlqJk8mvwD-2wFrDVyugDo87k1yMsKEP9XZqM8rKuHI-knI_AeQec2sLkGAx8b0ahss5Bwufpa8U96YFO8jpf8ZNUF-zKW_AaoDq9UILfLZad2A?fife=s16383,"Abrigado em uma casa de estilo colonial construída entre 1745 e 1749, o Museu Regional de Olinda é mais uma parada obrigatória para quem deseja conhecer a fundo a história da cidade. O seu cenário é uma verdadeira representação da vida social e doméstica dos moradores de Olinda em 1700.",* Alto da Sé,* Ladeira da Misericórdia,* Mercado da Ribeira,,,,,,,,,,,,
Convento de São Francisco,Local,Templo Religioso,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzV-rn62dLqRArTU2eKToFypfGpP6eVJUmLDf21VtMimfmJO1QT0yoEfpmyDBOn15cnlPXGp9AxAaENy5Gsf9DPq0lQay0S8oq2026xHzS7T1MrvBPwnPMskq-RCZIsT72HGtTSyAoavdxY0RF-TDh_977LMQeWgkfVHNi4K2UOSRHLUjgS3rRpyI2TZoRge6rsC3PBVjr4eg?fife=s16383,"Construído em 1585, este é o convento franciscano mais antigo do Brasil. Suas paredes decoradas com azulejos portugueses do século XVIII é o que mais atrai os turistas, e claro, as igrejas anexas ao local, como a Igreja Nossa Senhora das Neves, Capela de Sant’Ana e a Capela de São Roque.",,,,,,,,,,,,,,,
Forte de São Frascisco,Local,Forte,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzVbGwkRoikUF0PgOHUrBrG79dUV8UNUQjA9NAWUoRyk4Q99IRcPHnFiN-alsge_LKzFcLeVtx5K1vgLF2oNEb-ZFRA2amtiP1raAOcZ29v7MF3ajSrEWqtSeHsaG8wS-l62YWNAKuU7fokxv5HbNj-GjoIIaiozjN0IbcVEAzVzOo0KF3DMPAk9DAtw9wM7F6__x3uPrywaA?fife=s16383,"Localizado na praia homônima, o Fortim de São Francisco de Olinda, também conhecido como Forte Montenegro e Fortim do Queijo, foi erguido em 1629 e foi tombado pelo Instituto do Patrimônio Histórico e Artístico Nacional desde 1984.",,,,,,,,,,,,,,,
Igreja do Carmo de Olinda,Local,,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy2ZOFDzeq7lCqMPK1Q1b7KEFbximeMEUarkJ9_ONwCW4lZqi4GBFiySt1I7tEY-PGrEET2pcoN6Q3foKX4hqTgj64E0uAppUFv5zf486I_gV3J-LLjNYYGLAz1JIAEJV7mOFsCM_6__AZo4ztXJfBaIcAWOUHYLXO6MAxCRFqbwBjqH_rxY3Wrgiy3zJwmISP5GBKecu9VBA?fife=s16383,"Localizada na Praça do Carmo, a igreja foi construída em 1580, e chamada primeiramente de Capela de Santo Antônio e São Gonçalo.",,,,,,,,,,,,,,,
Farol Olinda,Local,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwAvNwUarxqyFZW6dOwQwcrWzUcmzUulmIVgIdCxpORhbv0D7O9R2V5VyrNiE2KG3scOQSxCdRI21ZN03Atf9I7Itv988nvOHD_4Gn9b11BYB9T-YMziPHeC5_NB03n2ZAn1OnCBDM2toHMm16fGQa-S7JfbYU1XGXVuX3iSV85l1SLC1WDq5BBwmQqHYVJQ9RkdZnaV13-2A?fife=s16383,"O segundo farol mais antigo de Pernambuco foi inaugurado em 18 de novembro de 1872 no fortim de São Francisco de Olinda, precisamente no Morro do Serapião. Até hoje a estrutura é bem conservada",,,,,,,,,,,,,,,
Mercado da Ribeira,Local,Mercado Público,Varadouro,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzSclMqAM320SEHAD4u5fu7TBS193NXVmsRr4X02NSY96ZrRN-b-PCJOxypY6zZRLCknOO9ZKGzmi6L9wBj9ogoFs426n3ScqFhdhiIEMaWcs0FiW4Y0qerc-lHVOzlI454EiZHMMKx-gdq7-SbocVVlewUX8F5cZNfWkNdkX2zSPb9hoDm2UUAYkpLsNiJFqSjMZf5RDgaFw?fife=s16383,"Este histórico local é utilizado por comerciantes para vender artesanato e lembrancinhas de Olinda. Mas a sua principal atração é a vista ao redor, com o alto de Olinda ao fundo, e o cenário bucólico das casinhas do bairro, as ruas de paralelepípedos e os quintais repletos de árvores.",,,,,,,,,,,,,,,
Casa dos Bonecos Gigantes do Alto da Sé,Local,Museu,Alto da Sé,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzzoeovRmhifriQ9_KHv4Po04fT36z47zayg4ArKz3CSpcReRh1ehmbbsWacoK4dacWT4eG0TFDzgDclmYkiyaAc6aaPH4s-al2uiJpJ9yenvmAX4uQDzFhHbXf1fGNVT_Lo7IQdpLWWbNMQhoEYssZESjP7F7TmrEzhX075wY2z644Xs6-OYku-zFnYGEkOSd4-jg7CFYI1Q?fife=s16383,,,,,,,,,,,,,,,,
Casa de Alceu Valença,Local,Centro Cultural,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwySRyYh4yweQ802XujdDpO09DTw5hjrX6iXG91Hnx5S0p1V2FDsWRYr2hK5_dJu9xrfDvBlArfdg6CjzO_tqJVWEbYAoVVzB1RGGBZjY2xu9K21HxgJsXKS7iwFyNgpUjfBUSGpRrmuT8Xa206P8fP3rp8CUkC43pKhBrwDWaoNfmYQducQrHZogHZHLLnEZ_bEiAPF7xoDQ?fife=s16383,,,,,,,,,,,,,,,,
Igreja da Misericórdia de Olinda,Local,Igreja,Alto da Sé,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwOe-TnlzGZSlmi7kGFlGokT28xhkM2mMaYu8srLN6fIi3Yi8qurhIZIl-gi6lNFVQWaWW3mua9G3WIZgf7D4n5620RKGwQXvJzcAY7fhrszEeEh_qn0MTK4UGoYyOtu5L0KU-qxxkxUOvvDkcuyT4NG3IhxmZjFVVlO_89L5o4gDfWyzalbNsZBiC_W0py2IGWIdw6xX9Zk0A?fife=s16383,,Capitão Temudo,,,,,,,,,,,,,,
Igreja N. S. do Rosário dos Homens Pretos de Olinda,Local,Igreja,Amparo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyRe-fx_FIgUqF3LcbIN0Zpf4R4Y8Nh5QDZUiaMFhHpWdVx96u1f-gRujLpTzXHAYSG65IvdCZ8KqOjC5NhAR2tTDiGn-q6Rh8XOBOKusbJE3mOjzcYfZ1cVt9vvAkANw5aV4GniEIC08JB1c9pDRp7iAMayrKhjXkjsNJbDVQl2qSEtwUyu0pTCwKHufsrzYuWGzkiMbZlLI8?fife=s16383,,,,,,,,,,,,,,,,
Igreja Nossa Senhora do Amparo,Local,Igreja,Amparo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwIzclIq3zVka8ij_GAKqRW0sa2BfUbpxJzQqZK8naxfbzUO2qmNbCy_cOC-fDh_jrL5-47kLq1Ng4TcEeSfg-eC2Sshfo5Lt5a7vjzp5gmBL42NaMiT74iWEqNL9DgogYSDfSu_QQtnI24jSgYjs3nDi9l28IHekoMpxDg7PAcim2KjMJ2euBknGPRUM6hR9gbIHyFD1U4i14?fife=s16383,,,,,,,,,,,,,,,,
Igreja de São Pedro Apóstolo,Local,Igreja,Carmo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyXBV9IE3tAZR_PTPyl3jxp76kSSIHL79FB0aCSuKP4emvGkLXPn_PnIZaD5kAxYzAXF86DUkIsAJwRDI15evsZ0qrdW5nl94K2UOa3vivO51PgTrYfa8xG4yn0qaQLxqxzd680kk_AtDR2rrSLz30PGjQVvogDZ6BSLkHKZMgkyFk156EyN1G5064leLC44zjpI9UkxOWQNw?fife=s16383,,,,,,,,,,,,,,,,
Igreja de Nossa Senhora do Desterro (Igreja Santa Tereza),Local,Igreja,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzCsVeTzdN78a24yC0BLnNicbU22YhfbasKX2S5e9yam5lVPUsaxmgUKC9E022cKWJUX21VrJK5PRiqU1T25X_J2a0knCS3FklKF05TlH8__A8fNEUa0kMjD3piN-RKgL5dPkjkrBt-pj0HUzOeSEjjN4qB3U_puvO8e5Yw9-cy_GvM6trv8JzEpUS1dylJ5UfRr5SDm8tc0C0?fife=s16383,,,,,,,,,,,,,,,,
Igreja de Nossa Senhora do Guadalupe,Local,,,,,,,,,,,,,,,,,,,
O Terreiro de Xambá,Local,Tempo Relioso,"São Benedito, Olinda.",https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy_w-vMYBlyws_1ddxy4hKjobbc2G-lugtyl2iJi8oA3BG2j35p2Fct5Jb9RnoaqxioukayAhByE2QFmaSidvTNaiD0IDCtxFAVcR0l7wO0hEnbvcyUnCC2r4d60NBBOkO9MD0g8mZ36ZAXxX_bzDvdM2Ahu1zxKs5JnL_0kBcbDCVPTAL7984okvXXtYwm_JSE14KgHT9PeA?fife=s16383,"A Nação Xambá 
Em Pernambuco, um dos principais vetores dos ritos afro-brasileiros é a Nação Xambá, fortemente presente na cidade de Olinda e originário de Gana, Nigéria e Camarões. 

A Nação começa sua presença na cidade quando o babalorixá Arthur Rosendo foge de Maceió para o bairro de Água Fria, em 1920. Antes, ele viveu em Dacar. Estabelecido em água fria ganhou novos adeptos, os quais muitos criaram seus próprios terreiros, como Maria Oyá. 
 O Terreiro de Xambá 
Em 30, Maria criou o seu terreiro em Campo Grande, o chamando de Xambá e em 1932, finalizou sua iniciação, mesmo ano iniciou Mãe Tila nos ritos da Nação. Tila assumiu a função de Mãe Pequena do terreiro de Santa Bárbara, em 33. 

Os ritos sobrevieram de forma clandestina a perseguição forte do Estado Novo e o seu maior representante em Pernambuco: Agamenon Magalhães. Como resultado, ambos os terrenos são fechados em 38. Mãe Oyá morre em 39. 

Apenas em 1950, Mãe Biu de Oyá consegue reabrir o Terreiro de Xambá, na Estrada do Cumbé, no atual Bairro de Dois Unidos e em 1951 se instala no endereço atual, na localidade de São Benedito, Olinda.",Nação do Maracatu Estrela Brilhante,Nação do Maracatu Leão Coroado,Maria Oyá,Mãe Tila,Arthur Rosendo,Agamenon Magalhães,,,,,,,,,
